"studyName","Sample Number","Species","Region","Island","Stage","Individual ID","Clutch Completion","Date Egg","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Delta 15 N (o/oo)","Delta 13 C (o/oo)","Comments"
"PAL0910","121","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N39A1","Yes","2009-11-22","46.8","14.3","215","4850","FEMALE","841151","-2613832","NA"
"PAL0910","122","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N39A2","Yes","2009-11-22","50.4","15.7","222","5750","MALE","830166","-2604117","NA"
"PAL0910","123","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N43A1","Yes","2009-11-22","45.2","14.8","212","5200","FEMALE","824246","-2611969","NA"
"PAL0910","124","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N43A2","Yes","2009-11-22","49.9","16.1","213","5400","MALE","83639","-2615531","NA"
"PAL0708","1","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N61A1","No","2007-11-19","46.5","17.9","192","3500","FEMALE","903935","-2430229","Nest never observed with full clutch."
"PAL0708","2","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N61A2","No","2007-11-19","50","19.5","196","3900","MALE","892069","-2423592","Nest never observed with full clutch."
"PAL0708","3","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N62A1","Yes","2007-11-26","51.3","19.2","193","3650","MALE","929078","-247557","NA"
"PAL0708","4","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N62A2","Yes","2007-11-26","45.4","18.7","188","3525","FEMALE","864701","-2462717","NA"
"PAL0708","5","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N64A1","Yes","2007-11-21","52.7","19.8","197","3725","MALE","900642","-2461867","NA"
"PAL0708","6","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N64A2","Yes","2007-11-21","45.2","17.8","198","3950","FEMALE","888942","-2449433","NA"
"PAL0708","7","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N66A1","Yes","2007-11-28","46.1","18.2","178","3250","FEMALE","885664","-2455644","NA"
"PAL0708","8","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N66A2","Yes","2007-11-28","51.3","18.2","197","3750","MALE","863701","-2484059","NA"
"PAL0708","9","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N67A1","Yes","2007-11-21","46","18.9","195","4150","FEMALE","847173","-2429229","NA"
"PAL0708","10","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N67A2","Yes","2007-11-21","51.3","19.9","198","3700","MALE","879581","-2436088","NA"
"PAL0708","11","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N68A1","Yes","2007-11-28","46.6","17.8","193","3800","FEMALE","895063","-2459897","NA"
"PAL0708","12","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N68A2","Yes","2007-11-28","51.7","20.3","194","3775","MALE","868747","-2438751","NA"
"PAL0708","13","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N69A1","Yes","2007-11-26","47","17.3","185","3700","FEMALE","872037","-2480526","NA"
"PAL0708","14","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N69A2","Yes","2007-11-26","52","18.1","201","4050","MALE","90233","-2438933","NA"
"PAL0708","15","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N70A1","Yes","2007-11-22","45.9","17.1","190","3575","FEMALE","912277","-2490024","NA"
"PAL0708","16","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N70A2","Yes","2007-11-22","50.5","19.6","201","4050","MALE","98059","-247294","NA"
"PAL0708","17","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N71A1","No","2007-11-30","50.3","20","197","3300","MALE","1002019","-2454704","Nest never observed with full clutch."
"PAL0708","18","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N71A2","No","2007-11-30","58","17.8","181","3700","FEMALE","914382","-2457994","Nest never observed with full clutch."
"PAL0708","19","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N72A1","Yes","2007-11-30","46.4","18.6","190","3450","FEMALE","932105","-2464162","NA"
"PAL0708","20","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N72A2","Yes","2007-11-30","49.2","18.2","195","4400","MALE","927158","-2464335","NA"
"PAL0708","21","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N73A1","Yes","2007-12-03","42.4","17.3","181","3600","FEMALE","935138","-246879","NA"
"PAL0708","22","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N73A2","Yes","2007-12-03","48.5","17.5","191","3400","MALE","942666","-2426375","NA"
"PAL0708","23","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N85A1","No","2007-11-28","43.2","16.6","187","2900","FEMALE","935416","-2501185","Nest never observed with full clutch."
"PAL0708","24","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N85A2","No","2007-11-28","50.6","19.4","193","3800","MALE","928153","-2497134","Nest never observed with full clutch."
"PAL0708","25","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N89A1","No","2007-11-28","46.7","17.9","195","3300","FEMALE","974144","-2459467","Nest never observed with full clutch."
"PAL0708","26","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N89A2","No","2007-11-28","52","19","197","4150","MALE","936799","-2447142","Nest never observed with full clutch."
"PAL0809","27","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N61A1","No","2008-11-25","50.5","18.4","200","3400","FEMALE","89399","-2389017","Nest never observed with full clutch."
"PAL0809","28","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N61A2","No","2008-11-25","49.5","19","200","3800","MALE","963074","-2434684","Nest never observed with full clutch."
"PAL0809","29","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N62A1","Yes","2008-11-14","46.4","17.8","191","3700","FEMALE","937369","-2452896","NA"
"PAL0809","30","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N62A2","Yes","2008-11-14","52.8","20","205","4550","MALE","925177","-2469638","NA"
"PAL0809","31","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N63A1","Yes","2008-11-24","40.9","16.6","187","3200","FEMALE","908458","-2454903","NA"
"PAL0809","32","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N63A2","Yes","2008-11-24","54.2","20.8","201","4300","MALE","949283","-2459996","NA"
"PAL0809","33","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N65A1","Yes","2008-11-24","42.5","16.7","187","3350","FEMALE","936668","-2445195","NA"
"PAL0809","34","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N65A2","Yes","2008-11-24","51","18.8","203","4100","MALE","923196","-2417282","NA"
"PAL0809","35","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N67A1","Yes","2008-11-25","49.7","18.6","195","3600","MALE","975486","-2431198","NA"
"PAL0809","36","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N67A2","Yes","2008-11-25","47.5","16.8","199","3900","FEMALE","907825","-251455","NA"
"PAL0809","37","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N69A1","Yes","2008-11-14","47.6","18.3","195","3850","FEMALE","883502","-2465859","NA"
"PAL0809","38","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N69A2","Yes","2008-11-14","52","20.7","210","4800","MALE","943146","-246844","NA"
"PAL0809","39","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N72A1","No","2008-11-24","46.9","16.6","192","2700","FEMALE","980589","-2473735","Nest never observed with full clutch."
"PAL0809","40","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N72A2","No","2008-11-24","53.5","19.9","205","4500","MALE","1002544","-2490816","Nest never observed with full clutch."
"PAL0809","41","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N74A1","Yes","2008-11-24","49","19.5","210","3950","MALE","953262","-2466867","NA"
"PAL0809","42","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N74A2","Yes","2008-11-24","46.2","17.5","187","3650","FEMALE","961734","-2466188","NA"
"PAL0809","43","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N75A1","Yes","2008-11-14","50.9","19.1","196","3550","MALE","1002372","-2486594","NA"
"PAL0809","44","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N75A2","Yes","2008-11-14","45.5","17","196","3500","FEMALE","936493","-2466259","NA"
"PAL0910","45","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N86A1","Yes","2009-11-17","50.9","17.9","196","3675","FEMALE","943684","-2416566","NA"
"PAL0910","46","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N86A2","Yes","2009-11-17","50.8","18.5","201","4450","MALE","945827","-2435575","NA"
"PAL0910","47","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N87A1","Yes","2009-11-27","50.1","17.9","190","3400","FEMALE","946819","-2445721","NA"
"PAL0910","48","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N87A2","Yes","2009-11-27","49","19.6","212","4300","MALE","934089","-2445189","NA"
"PAL0910","49","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N88A1","Yes","2009-11-23","51.5","18.7","187","3250","MALE","96895","-2443062","NA"
"PAL0910","50","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N88A2","Yes","2009-11-23","49.8","17.3","198","3675","FEMALE","932169","-2441562","NA"
"PAL0910","51","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N90A1","Yes","2009-11-21","48.1","16.4","199","3325","FEMALE","946929","-2448403","NA"
"PAL0910","52","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N90A2","Yes","2009-11-21","51.4","19","201","3950","MALE","943782","-2436202","NA"
"PAL0910","53","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N92A1","Yes","2009-11-23","45.7","17.3","193","3600","FEMALE","9415","-24805","NA"
"PAL0910","54","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N92A2","Yes","2009-11-23","50.7","19.7","203","4050","MALE","993727","-2459066","NA"
"PAL0910","55","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N93A1","Yes","2009-11-27","42.5","17.3","187","3350","FEMALE","956534","-2460882","NA"
"PAL0910","56","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N93A2","Yes","2009-11-27","52.2","18.8","197","3450","MALE","977528","-2456481","NA"
"PAL0910","57","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N94A1","Yes","2009-11-21","45.2","16.6","191","3250","FEMALE","962357","-2478984","NA"
"PAL0910","58","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N94A2","Yes","2009-11-21","49.3","19.9","203","4050","MALE","988809","-2459513","NA"
"PAL0910","59","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N95A1","Yes","2009-11-21","50.2","18.8","202","3800","MALE","974492","-24404","NA"
"PAL0910","60","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N95A2","Yes","2009-11-21","45.6","19.4","194","3525","FEMALE","946985","-2465786","NA"
"PAL0910","61","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N96A1","Yes","2009-11-27","51.9","19.5","206","3950","MALE","NA","-2378767","No delta15N data received from lab."
"PAL0910","62","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N96A2","Yes","2009-11-27","46.8","16.5","189","3650","FEMALE","965061","-2448153","NA"
"PAL0910","63","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N98A1","Yes","2009-11-19","45.7","17","195","3650","FEMALE","926715","-2431912","NA"
"PAL0910","64","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N98A2","Yes","2009-11-19","55.8","19.8","207","4000","MALE","970465","-2453494","NA"
"PAL0910","65","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N99A1","No","2009-11-21","43.5","18.1","202","3400","FEMALE","937608","-2440753","Nest never observed with full clutch."
"PAL0910","66","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N99A2","No","2009-11-21","49.6","18.2","193","3775","MALE","94618","-2470615","Nest never observed with full clutch."
"PAL0910","67","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N100A1","Yes","2009-11-21","50.8","19","210","4100","MALE","998044","-2468741","NA"
"PAL0910","68","Chinstrap penguin (Pygoscelis antarctica)","Anvers","Dream","Adult, 1 Egg Stage","N100A2","Yes","2009-11-21","50.2","18.7","198","3775","FEMALE","939305","-2425255","NA"
